taste	0
can_fit	1
rotate_independently	2
grow_over	3
are_walking_past	4
meandering_downhill_between	5
completing	6
immigrated_to	7
is_blasted	8
must_name_something_for	9
can_look_to	10
lapping	11
taking_storm_drain_without	12
are_in	13
rest_of	14
looks_about	15
would_achieve	16
might_have_effect	17
are_spaced_within	18
leaving	19
are_just_happy_as_for	20
can_reach_into	21
putting_things_on	22
is_body_of	23
mounted	24
taking_storm_gutter_without	25
is_too_fine	26
lowers	27
should_ward_off	28
could_escape_through	29
levitates_above	30
is_parked_against	31
opening	32
survived_ordeal	33
perform	34
standing_in_front_of	35
risking	36
lies_in	37
comes_down_with	38
pay	39
is_as_pale	40
taking_neon_sign_without	41
look_at	42
slip	43
can_look_for	44
have_won	45
looks_in	46
pierces	47
is_to	48
into	49
write	50
left	51
note	52
be_made_of	53
walking_past	54
are_closely_spaced_within	55
waiting_for	56
is_held_in	57
would_achieve_nothing_by	58
might_have	59
had	60
dancer_at	61
was_designed_for	62
mounted_on	63
are_ejected_at	64
can_still_see	65
harbors	66
is_on	67
looks	68
step_around	69
search_carefully	70
taking_door_without	71
remain	72
across	73
can_barely_fit	74
require_aliquots_for	75
find	76
first_taking	77
is_propped_like	78
slip_eye_into	79
were	80
dropping_shards_of_glass_on	81
is_filled_with	82
stacked_along	83
will_refer_to	84
rid	85
open	86
is_looks_into	87
put	88
discover	89
more_than	90
lapping_blood_from	91
are	92
achieve_without	93
north_of	94
is_held_by	95
are_standing_on	96
must_still_bring	97
taking_bar_stool	98
achieve	99
discovered_at_time	100
are_pointing_directly_toward	101
are_stained	102
looks_into	103
feel	104
disappeared_at_time	105
hear_police_sirens_nearby.bar_sunlight_from	106
walking_to	107
situation_on	108
's_fixed_in	109
is_with	110
shoots	111
from	112
carries_mixture_down	113
looks_with	114
becomes	115
read	116
prevents	117
fancy	118
has_blown_up_against	119
drink_here	120
is_already_part_of	121
crack_like	122
lies_on	123
drifts_down_deposits_during	124
is_already_looks_into	125
explain	126
deserves	127
grow_at	128
still_littered_with	129
smells_of	130
has_replaced	131
levitates_out_of	132
first_taking_bar_stool	133
immigrated_ago_from	134
immigrated_ago_to	135
take	136
on	137
search_more_carefully	138
pause	139
immigrated_from	140
drips_through	141
empties_here_into	142
meandering_between	143
casts_trapezoid_across	144
levitates_to	145
resemble	146
back_will_refer_to	147
can_see_here	148
below	149
sits_on	150
can_also_see_here	151
twist	152
rotate_around_independently	153
are_standing_about	154
sliced	155
putting	156
can_also_see	157
shades	158
grimaces	159
is_cast_in	160
cast_off	161
locate	162
nothing_of	163
race_to	164
comes_from	165
hire	166
leans_so_toward	167
falling_into	168
already_have	169
taking_window_without	170
provides_view_on	171
search	172
empties_into	173
draped_across	174
yank_with	175
suddenly_roars_to	176
induce	177
is_recording_health_code_violations_about	178
want_into	179
has_dropped	180
can_only_look_from	181
tap_lightly_on	182
littered_with	183
seizes_arm_deeper_into	184
inspect	185
comes_on	186
dance	187
acts	188
wakes	189
is_in	190
has_locked	191
are_still_inches_from	192
smash_shards_into	193
to	194
ooze_down	195
are_pushed_against	196
revealing	197
fight_unlike	198
worn_around	199
take_note_during	200
thank	201
earned	202
is_pale	203
unlocks	204
is_beneath	205
are_still_looking_for	206
up_achieve	207
pokes	208
is_splashed_certainly_nowhere_across	209
taking_dining_room_without	210
examine	211
taking_sidewalk_without	212
providing	213
acts_kind_because_of	214
