take_off	0
is_spare_with	1
restore	2
pick_up	3
can	4
license_'s	5
put_clothing_into	6
get_out_of	7
is_extremely_spare_with	8
is	9
can_see_gold_watch	10
is_in	11
can_see_keys_in	12
put_keys_on	13
have	14
lies_to	15
once_'s_done_with	16
is_on	17
is_parked_here_in	18
lies	19
take_off_clothing_on	20
was_blocked	21
get_into	22
see	23
wait	24
license_in	25
put_clothing_on	26
can_see_wallet_in	27
is_with	28
put_gold_watch_into	29
take_off_clothing_in	30
bedroom_to	31
can_see_gold_watch_in	32
feel_like	33
crank_up	34
notice	35
put	36
vanish_without	37
put_wallet_on	38
can_also_see_gold_watch	39
get_back_into	40
written_by	41
turn_on	42
put_pop-tart_on	43
first_taking	44
haphazardly_all_over	45
step_into	46
drop	47
get_first_out_of	48
can_see_id_card_in	49
can_see_clothing_in	50
can_see_here	51
open	52
was_blocked_anyway	53
put_keys_into	54
card_in	55
start_up	56
making	57
all_over	58
is_nicer_than	59
would_like	60
is_parked_in	61
's_license_is	62
can_also_see_here	63
tested_by	64
was_at	65
see_corpse_under	66
cruise_down	67
can_also_see	68
suddenly_drop	69
'll	70
put_on	71
put_id_card_into	72
was	73
are_on	74
keep	75
have_died	76
can_see	77
put_wallet_into	78
merge_onto	79
has	80
put_id_card_on	81
taking	82
put_gold_watch_on	83
revealing	84
'll_have	85
